0	34.0
0.361999988556	31.0
1.54100012779	31.25
2.74100017548	33.0
3.94099998474	31.5
5.14199995995	31.5
6.34100008011	31.25
7.54100012779	32.75
8.742000103	32.25
9.94200015068	34.5
11.1430001259	30.5
12.3420000076	32.5
13.5429999828	34.5
14.7430000305	33.75
15.9430000782	32.5
17.1430001259	34.0
18.3430001736	35.75
19.5440001488	37.75
20.743999958	36.75
21.9440000057	38.5
23.1440000534	38.25
24.3440001011	37.75
25.5450000763	41.25
26.745000124	43.5
27.9450001717	44.75
29.1449999809	42.5
30.3450000286	47.5
31.5450000763	49.5
32.745000124	49.0
33.9460000992	49.25
35.1460001469	52.75
36.3459999561	53.5
37.5470001698	53.5
38.746999979	54.25
39.9470000267	57.75
41.1470000744	57.75
42.3470001221	60.0
43.5480000973	62.25
44.7680001259	63.25
45.9479999542	63.25
47.1480000019	67.0
48.3480000496	64.0
49.5480000973	68.5
50.748000145	68.25
51.9490001202	68.5
53.1480000019	72.25
54.3489999771	73.25
55.5490000248	75.5
56.75	77.75
57.9490001202	79.0
59.1500000954	81.25
60.3489999771	83.25
61.5499999523	84.25
62.7510001659	82.75
63.9500000477	84.75
65.1500000954	86.0
66.3510000706	87.5
67.5510001183	87.75
68.7510001659	89.75
69.9520001411	88.75
71.1510000229	91.25
72.3570001125	96.0
73.5520000458	89.25
74.753000021	92.75
75.9520001411	93.0
77.1530001163	95.75
78.353000164	96.5
79.5529999733	96.0
80.753000021	98.5
81.9530000687	98.75
83.1590001583	101.25
84.3540000916	98.75
85.5540001392	100.5
86.7550001144	98.25
87.9539999962	101.25
89.1700000763	104.0
90.3550000191	103.0
91.5550000668	103.5
92.7550001144	100.25
93.9560000896	103.75
95.1560001373	102.75
96.3550000191	103.5
97.5559999943	103.75
98.7550001144	104.75
99.9560000896	105.0
101.156000137	102.25
102.355999947	102.75
103.55700016	103.5
104.756999969	102.0
105.957999945	103.5
107.157000065	102.25
108.35800004	102.5
109.558000088	101.25
110.758000135	102.5
111.957999945	103.5
113.159000158	102.5
114.358999968	103.5
115.559000015	102.0
116.759000063	105.0
117.959000111	102.0
119.159000158	104.0
120.360000134	104.0
121.559999943	103.25
122.75999999	106.0
123.963999987	106.0
125.161000013	105.0
126.361000061	105.75
127.561000109	103.75
128.75999999	102.0
129.960999966	103.5
131.162000179	105.0
132.361000061	105.25
133.561000109	106.75
134.762000084	105.25
135.960999966	103.75
137.163000107	106.25
138.363000154	105.25
139.562000036	105.25
140.762000084	105.5
141.962000132	105.75
143.163000107	104.75
144.364000082	106.0
145.562999964	107.25
146.763000011	108.75
147.963999987	105.25
149.174000025	105.25
150.364000082	105.25
151.565000057	105.5
152.764000177	107.75
153.967000008	107.0
155.164999962	109.5
156.36500001	107.25
157.565000057	106.0
158.765000105	106.5
159.965000153	108.0
161.164999962	106.25
162.366000175	106.75
163.567000151	106.5
164.76699996	107.25
165.967000008	108.75
167.167000055	106.0
168.367000103	107.0
169.568000078	107.5
170.785000086	105.5
171.968000174	105.5
173.167999983	108.25
174.368000031	108.0
175.58100009	109.0
176.77699995	107.75
177.969000101	108.0
179.169000149	111.0
180.368999958	111.75
181.569000006	108.5
182.784000158	110.75
183.970000029	110.75
185.169000149	108.5
186.370000124	107.0
187.585000038	109.5
188.769999981	110.25
189.983999968	109.0
191.171000004	109.5
192.371000051	109.0
193.588999987	110.0
194.772000074	111.25
195.972000122	110.75
197.187000036	110.75
198.371999979	109.25
199.585000038	110.5
200.773000002	112.25
201.97300005	111.75
203.173000097	113.75
204.373000145	114.75
205.572999954	116.0
206.773000002	116.0
207.97300005	116.5
209.173000097	115.75
210.373000145	117.5
211.57400012	120.75
212.775000095	119.0
213.973999977	121.0
215.174999952	121.5
216.375	123.0
217.575000048	124.0
218.776000023	126.0
219.975000143	127.5
221.176000118	126.75
222.376000166	128.0
223.59800005	129.5
224.776000023	130.75
225.976000071	133.5
227.177000046	133.25
228.377000093	133.75
229.575999975	133.75
230.77699995	133.5
231.976999998	133.0
233.177000046	136.5
234.377000093	138.25
235.578000069	141.0
236.778000116	141.25
237.979000092	139.5
239.177999973	141.5
240.378999949	142.25
241.578999996	143.5
242.779000044	141.25
243.979000092	144.5
245.179000139	145.25
246.378999949	144.75
247.580000162	146.0
248.779999971	146.5
249.980000019	148.0
251.180000067	147.5
252.380000114	147.75
253.58100009	149.75
254.781000137	149.5
255.980999947	151.25
257.18200016	150.75
258.381000042	151.25
259.582000017	152.75
260.781000137	153.0
261.982000113	155.0
263.18200016	154.5
264.381999969	154.5
265.582000017	154.5
266.782999992	156.75
267.98300004	155.5
269.183000088	158.0
270.384000063	157.75
271.582999945	159.0
272.784000158	163.5
273.99000001	161.0
275.184000015	161.25
276.384000063	159.75
277.585000038	162.75
278.785000086	162.25
279.985000134	163.25
281.184999943	166.0
282.38499999	165.0
283.585000038	166.0
284.785000086	168.25
285.985000134	165.5
287.186000109	167.25
288.386000156	167.75
289.587000132	168.25
290.792000055	170.75
291.986999989	171.0
293.187000036	172.25
294.388000011	173.5
295.588000059	173.25
296.788000107	172.25
297.988000154	175.0
299.187999964	175.25
300.389000177	176.5
301.588000059	177.5
302.789000034	175.75
303.989000082	178.5
305.18900013	178.25
306.389000177	178.5
307.588999987	178.25
308.789999962	181.75
309.995000124	180.25
311.190000057	182.5
312.389000177	181.75
313.590000153	182.5
314.791000128	182.25
315.99000001	182.0
317.190999985	182.5
318.391000032	183.25
319.59100008	186.5
320.792000055	185.5
321.992000103	187.0
323.192000151	188.5
324.39199996	185.75
325.592000008	188.5
326.792000055	189.0
327.993000031	188.25
329.193000078	190.0
330.393000126	190.0
331.593000174	188.25
332.794000149	190.75
334.003999949	190.25
335.193000078	191.75
336.394000053	190.5
337.594000101	191.75
338.794000149	192.25
339.993999958	192.0
341.194000006	194.5
342.394999981	193.25
343.595000029	193.25
344.796000004	194.0
345.996000051	193.75
347.195000172	195.75
348.394999981	194.0
349.595999956	196.25
350.796000004	196.5
351.996000051	197.0
353.196000099	198.0
354.396000147	196.75
355.616000175	199.0
356.79700017	201.5
358.008000135	197.75
359.197999954	199.75
360.399000168	201.0
361.59800005	198.5
362.798000097	200.5
363.998000145	200.5
365.200000048	201.5
366.398000002	202.0
367.598999977	202.5
368.799000025	202.25
369.999000072	202.5
371.203999996	203.75
372.399000168	203.5
373.600000143	205.5
374.799999952	206.75
376.0	205.75
377.200000048	208.25
378.401000023	207.5
379.601000071	209.0
380.801000118	210.0
